%FFID	CHAN	SOU_X	SOU_Y	REC_Y	REC_X	PICK2	SOU_STAT
344	4	512781.21000	4198328.31000	4198348.33000	512776.34000	11.89024	35.10000
344	5	512781.21000	4198328.31000	4198349.32000	512776.26000	12.54235	36.10000
344	6	512781.21000	4198328.31000	4198350.32000	512776.19000	13.20014	34.80000
344	7	512781.21000	4198328.31000	4198351.32000	512776.11000	13.86007	36.80000
344	8	512781.21000	4198328.31000	4198352.32000	512776.04000	14.51915	36.60000
345	1	512781.10000	4198326.27000	4198343.90000	512776.61000	10.48822	36.70000
345	2	512781.10000	4198326.27000	4198344.90000	512776.53000	11.14574	38.70000
345	3	512781.10000	4198326.27000	4198345.89000	512776.46000	11.79615	36.10000
345	4	512781.10000	4198326.27000	4198346.89000	512776.39000	12.35388	36.20000
345	5	512781.10000	4198326.27000	4198347.89000	512776.31000	13.01380	36.60000
345	6	512781.10000	4198326.27000	4198348.89000	512776.24000	13.67289	35.50000
345	7	512781.10000	4198326.27000	4198349.88000	512776.16000	14.32742	37.20000
345	8	512781.10000	4198326.27000	4198350.88000	512776.09000	14.98756	37.30000
346	1	512781.04000	4198325.24000	4198343.21000	512776.73000	10.57883	37.50000
346	2	512781.04000	4198325.24000	4198344.21000	512776.66000	11.23627	38.90000
346	3	512781.04000	4198325.24000	4198345.21000	512776.59000	11.89455	36.80000
346	4	512781.04000	4198325.24000	4198346.20000	512776.53000	12.44566	36.20000
346	5	512781.04000	4198325.24000	4198347.20000	512776.46000	13.10533	36.70000
346	6	512781.04000	4198325.24000	4198348.20000	512776.39000	13.76554	35.80000
346	7	512781.04000	4198325.24000	4198349.20000	512776.32000	14.42623	37.40000
346	8	512781.04000	4198325.24000	4198350.19000	512776.26000	15.07957	38.00000
347	1	512780.99000	4198323.60000	4198341.80000	512776.83000	10.70490	38.20000
347	2	512780.99000	4198323.60000	4198342.80000	512776.77000	11.36199	40.20000
347	3	512780.99000	4198323.60000	4198343.80000	512776.70000	12.02128	37.40000
347	4	512780.99000	4198323.60000	4198344.80000	512776.64000	12.57986	37.30000
347	5	512780.99000	4198323.60000	4198345.80000	512776.57000	13.24035	37.30000
347	6	512780.99000	4198323.60000	4198346.79000	512776.51000	13.89354	36.30000
347	7	512780.99000	4198323.60000	4198347.79000	512776.44000	14.55495	38.20000
347	8	512780.99000	4198323.60000	4198348.79000	512776.38000	15.21552	38.50000
348	1	512780.76000	4198322.02000	4198340.27000	512777.01000	10.67959	38.10000
348	2	512780.76000	4198322.02000	4198341.27000	512776.96000	11.23753	40.30000
348	3	512780.76000	4198322.02000	4198342.27000	512776.90000	11.89741	37.70000
348	4	512780.76000	4198322.02000	4198343.27000	512776.85000	12.45663	38.40000
348	5	512780.76000	4198322.02000	4198344.27000	512776.80000	13.11638	37.40000
348	6	512780.76000	4198322.02000	4198345.27000	512776.75000	13.77660	36.50000
348	7	512780.76000	4198322.02000	4198346.27000	512776.70000	14.43722	38.40000
348	8	512780.76000	4198322.02000	4198347.26000	512776.64000	15.09272	38.90000
349	1	512780.42000	4198320.31000	4198338.93000	512777.03000	10.87547	37.90000
349	2	512780.42000	4198320.31000	4198339.93000	512776.98000	11.43541	40.80000
349	3	512780.42000	4198320.31000	4198340.93000	512776.92000	12.09696	38.10000
349	4	512780.42000	4198320.31000	4198341.93000	512776.86000	12.75890	38.60000
349	5	512780.42000	4198320.31000	4198342.92000	512776.81000	13.31354	38.30000
349	6	512780.42000	4198320.31000	4198343.92000	512776.75000	13.97610	36.80000
349	7	512780.42000	4198320.31000	4198344.92000	512776.69000	14.63891	39.60000
349	8	512780.42000	4198320.31000	4198345.92000	512776.64000	15.30097	39.60000
350	1	512779.69000	4198317.79000	4198336.97000	512777.17000	11.35371	39.50000
350	2	512779.69000	4198317.79000	4198337.97000	512777.11000	11.91778	41.70000
350	3	512779.69000	4198317.79000	4198338.97000	512777.05000	12.58199	38.30000
350	4	512779.69000	4198317.79000	4198339.96000	512776.99000	13.23974	39.30000
350	5	512779.69000	4198317.79000	4198340.96000	512776.93000	13.90419	38.60000
350	6	512779.69000	4198317.79000	4198341.96000	512776.87000	14.56874	37.30000
350	7	512779.69000	4198317.79000	4198342.96000	512776.80000	15.13413	39.30000
350	8	512779.69000	4198317.79000	4198343.96000	512776.74000	15.79883	40.00000
351	1	512779.20000	4198316.17000	4198335.50000	512777.20000	11.41242	39.30000
351	2	512779.20000	4198316.17000	4198336.50000	512777.13000	12.07815	41.50000
351	3	512779.20000	4198316.17000	4198337.49000	512777.05000	12.73796	39.30000
351	4	512779.20000	4198316.17000	4198338.49000	512776.98000	13.30374	39.70000
351	5	512779.20000	4198316.17000	4198339.49000	512776.90000	13.97020	38.90000
351	6	512779.20000	4198316.17000	4198340.49000	512776.83000	14.63602	38.00000
351	7	512779.20000	4198316.17000	4198341.48000	512776.76000	15.29524	39.90000
351	8	512779.20000	4198316.17000	4198342.48000	512776.68000	15.96173	40.20000
352	1	512778.54000	4198314.82000	4198334.03000	512777.23000	11.39377	39.90000
352	2	512778.54000	4198314.82000	4198335.03000	512777.14000	12.06075	42.10000
352	3	512778.54000	4198314.82000	4198336.03000	512777.05000	12.72776	40.00000
352	4	512778.54000	4198314.82000	4198337.02000	512776.96000	13.28814	40.50000
352	5	512778.54000	4198314.82000	4198338.02000	512776.87000	13.95517	39.60000
352	6	512778.54000	4198314.82000	4198339.01000	512776.78000	14.61558	38.60000
352	7	512778.54000	4198314.82000	4198340.01000	512776.69000	15.28262	40.90000
352	8	512778.54000	4198314.82000	4198341.00000	512776.60000	15.94304	40.70000
353	1	512777.07000	4198312.91000	4198332.09000	512777.26000	11.54481	42.60000
353	2	512777.07000	4198312.91000	4198333.08000	512777.15000	12.20210	42.40000
353	3	512777.07000	4198312.91000	4198334.08000	512777.05000	12.86645	40.70000
353	4	512777.07000	4198312.91000	4198335.07000	512776.94000	13.52451	40.90000
353	5	512777.07000	4198312.91000	4198336.07000	512776.84000	14.18946	40.60000
353	6	512777.07000	4198312.91000	4198337.06000	512776.74000	14.84801	39.30000
353	7	512777.07000	4198312.91000	4198338.06000	512776.63000	15.41352	41.50000
353	8	512777.07000	4198312.91000	4198339.05000	512776.53000	16.17248	41.20000
354	1	512775.85000	4198311.75000	4198330.68000	512777.40000	11.42017	43.00000
354	2	512775.85000	4198311.75000	4198331.67000	512777.30000	12.07090	43.60000
354	3	512775.85000	4198311.75000	4198332.67000	512777.20000	12.72925	42.30000
354	4	512775.85000	4198311.75000	4198333.66000	512777.10000	13.28181	41.60000
354	5	512775.85000	4198311.75000	4198334.65000	512777.00000	14.03512	41.50000
354	6	512775.85000	4198311.75000	4198335.65000	512776.89000	14.69543	39.70000
354	7	512775.85000	4198311.75000	4198336.64000	512776.79000	15.25000	41.70000
354	8	512775.85000	4198311.75000	4198337.64000	512776.69000	15.91171	41.60000
355	1	512774.63000	4198310.86000	4198329.32000	512777.54000	11.21725	43.10000
355	2	512774.63000	4198310.86000	4198330.31000	512777.45000	11.75872	43.50000
355	3	512774.63000	4198310.86000	4198331.31000	512777.37000	12.30946	42.80000
355	4	512774.63000	4198310.86000	4198332.30000	512777.28000	13.45425	41.80000
355	5	512774.63000	4198310.86000	4198333.30000	512777.19000	13.40701	42.70000
355	6	512774.63000	4198310.86000	4198334.30000	512777.10000	14.36098	40.30000
355	7	512774.63000	4198310.86000	4198335.29000	512777.02000	15.31005	42.40000
355	8	512774.63000	4198310.86000	4198336.29000	512776.93000	15.36598	41.60000
356	1	512770.78000	4198309.00000	4198325.24000	512778.35000	10.30542	44.40000
356	2	512770.78000	4198309.00000	4198326.24000	512778.44000	10.73497	43.90000
356	3	512770.78000	4198309.00000	4198327.23000	512778.54000	11.36471	43.50000
356	4	512770.78000	4198309.00000	4198328.23000	512778.64000	12.00354	42.00000
356	5	512770.78000	4198309.00000	4198329.22000	512778.74000	12.63880	43.50000
356	6	512770.78000	4198309.00000	4198330.22000	512778.83000	13.28014	40.70000
356	7	512770.78000	4198309.00000	4198331.21000	512778.93000	13.91968	42.90000
356	8	512770.78000	4198309.00000	4198332.21000	512779.03000	14.56720	42.30000
357	1	512769.97000	4198309.04000	4198324.43000	512778.37000	9.84995	44.90000
357	2	512769.97000	4198309.04000	4198325.42000	512778.52000	10.57721	44.40000
357	3	512769.97000	4198309.04000	4198326.41000	512778.66000	11.20531	45.00000
357	4	512769.97000	4198309.04000	4198327.40000	512778.80000	11.43687	43.10000
357	5	512769.97000	4198309.04000	4198328.39000	512778.94000	12.07143	44.50000
357	6	512769.97000	4198309.04000	4198329.38000	512779.08000	13.10860	41.90000
357	7	512769.97000	4198309.04000	4198330.37000	512779.22000	13.74806	43.40000
357	8	512769.97000	4198309.04000	4198331.36000	512779.36000	13.98954	42.90000
358	1	512766.89000	4198309.77000	4198320.76000	512778.26000	8.50710	45.30000
358	2	512766.89000	4198309.77000	4198321.67000	512778.69000	8.93527	44.70000
358	3	512766.89000	4198309.77000	4198322.57000	512779.11000	9.35851	45.50000
358	4	512766.89000	4198309.77000	4198323.48000	512779.53000	9.99044	44.20000
358	5	512766.89000	4198309.77000	4198324.39000	512779.95000	10.52576	44.60000
358	6	512766.89000	4198309.77000	4198325.29000	512780.37000	11.05898	42.80000
358	7	512766.89000	4198309.77000	4198326.20000	512780.80000	11.60398	44.40000
358	8	512766.89000	4198309.77000	4198327.11000	512781.22000	12.24684	43.20000
359	1	512765.67000	4198310.11000	4198319.31000	512777.79000	8.21047	46.00000
359	2	512765.67000	4198310.11000	4198320.16000	512778.32000	8.43506	45.60000
359	3	512765.67000	4198310.11000	4198321.00000	512778.85000	8.86008	46.30000
359	4	512765.67000	4198310.11000	4198321.85000	512779.39000	9.49820	45.00000
359	5	512765.67000	4198310.11000	4198322.70000	512779.92000	10.03456	45.50000
359	6	512765.67000	4198310.11000	4198323.54000	512780.45000	10.46931	44.10000
359	7	512765.67000	4198310.11000	4198324.39000	512780.99000	11.01580	44.60000
359	8	512765.67000	4198310.11000	4198325.24000	512781.52000	11.55952	43.70000
360	1	512764.58000	4198310.77000	4198318.12000	512777.14000	7.56945	46.40000
360	2	512764.58000	4198310.77000	4198318.89000	512777.78000	7.79738	46.20000
360	3	512764.58000	4198310.77000	4198319.67000	512778.42000	8.23332	47.30000
360	4	512764.58000	4198310.77000	4198320.44000	512779.05000	8.66394	46.50000
360	5	512764.58000	4198310.77000	4198321.21000	512779.69000	9.20325	46.50000
360	6	512764.58000	4198310.77000	4198321.98000	512780.32000	9.63978	44.40000
360	7	512764.58000	4198310.77000	4198322.76000	512780.96000	10.18796	45.10000
360	8	512764.58000	4198310.77000	4198323.53000	512781.59000	10.62890	44.10000
361	1	512763.59000	4198311.55000	4198317.16000	512776.25000	7.30086	46.90000
361	2	512763.59000	4198311.55000	4198317.85000	512776.97000	7.62658	47.30000
361	3	512763.59000	4198311.55000	4198318.54000	512777.70000	7.96279	48.70000
361	4	512763.59000	4198311.55000	4198319.23000	512778.42000	8.39677	47.60000
361	5	512763.59000	4198311.55000	4198319.92000	512779.14000	8.83392	47.80000
361	6	512763.59000	4198311.55000	4198320.61000	512779.87000	9.27954	45.20000
361	7	512763.59000	4198311.55000	4198321.30000	512780.59000	9.82160	45.80000
361	8	512763.59000	4198311.55000	4198322.00000	512781.31000	10.26900	46.50000
362	1	512762.74000	4198312.50000	4198316.16000	512775.02000	6.81417	48.10000
362	2	512762.74000	4198312.50000	4198316.76000	512775.81000	7.13404	48.00000
362	3	512762.74000	4198312.50000	4198317.37000	512776.60000	7.46126	50.20000
362	4	512762.74000	4198312.50000	4198317.98000	512777.40000	7.89917	48.60000
362	5	512762.74000	4198312.50000	4198318.59000	512778.19000	8.33452	48.40000
362	6	512762.74000	4198312.50000	4198319.19000	512778.99000	8.77657	45.00000
362	7	512762.74000	4198312.50000	4198319.80000	512779.78000	9.21750	47.30000
362	8	512762.74000	4198312.50000	4198320.41000	512780.58000	9.66675	47.20000
363	1	512762.01000	4198313.43000	4198315.44000	512773.81000	6.35347	48.10000
363	2	512762.01000	4198313.43000	4198315.97000	512774.66000	6.77308	48.20000
363	3	512762.01000	4198313.43000	4198316.49000	512775.52000	7.10413	51.30000
363	4	512762.01000	4198313.43000	4198317.01000	512776.37000	7.53357	49.30000
363	5	512762.01000	4198313.43000	4198317.53000	512777.22000	7.86705	49.20000
363	6	512762.01000	4198313.43000	4198318.05000	512778.08000	8.31025	45.70000
363	7	512762.01000	4198313.43000	4198318.57000	512778.93000	8.74983	47.10000
363	8	512762.01000	4198313.43000	4198319.09000	512779.78000	9.19178	47.80000
364	1	512761.50000	4198314.30000	4198314.96000	512772.40000	5.85579	48.70000
364	2	512761.50000	4198314.30000	4198315.39000	512773.30000	6.17391	48.40000
364	3	512761.50000	4198314.30000	4198315.83000	512774.20000	6.59956	51.90000
364	4	512761.50000	4198314.30000	4198316.26000	512775.10000	7.02991	49.80000
364	5	512761.50000	4198314.30000	4198316.70000	512776.00000	7.36563	49.50000
364	6	512761.50000	4198314.30000	4198317.13000	512776.90000	7.80390	46.10000
364	7	512761.50000	4198314.30000	4198317.57000	512777.80000	8.24636	47.70000
364	8	512761.50000	4198314.30000	4198318.00000	512778.70000	8.59001	48.40000
365	1	512760.87000	4198315.16000	4198314.44000	512770.85000	5.34846	48.80000
365	2	512760.87000	4198315.16000	4198314.79000	512771.79000	5.75998	49.10000
365	3	512760.87000	4198315.16000	4198315.14000	512772.73000	6.18041	51.80000
365	4	512760.87000	4198315.16000	4198315.48000	512773.66000	6.60100	50.00000
365	5	512760.87000	4198315.16000	4198315.83000	512774.60000	7.03378	49.90000
365	6	512760.87000	4198315.16000	4198316.18000	512775.54000	7.47104	46.60000
365	7	512760.87000	4198315.16000	4198316.53000	512776.47000	7.90534	49.20000
365	8	512760.87000	4198315.16000	4198316.88000	512777.41000	8.24930	48.90000
366	1	512760.20000	4198316.18000	4198314.09000	512769.34000	4.82984	49.10000
366	2	512760.20000	4198316.18000	4198314.35000	512770.30000	5.22023	49.40000
366	3	512760.20000	4198316.18000	4198314.62000	512771.27000	5.62816	52.40000
366	4	512760.20000	4198316.18000	4198314.88000	512772.23000	6.13989	50.40000
366	5	512760.20000	4198316.18000	4198315.14000	512773.20000	6.56547	50.50000
366	6	512760.20000	4198316.18000	4198315.40000	512774.16000	6.89021	47.30000
366	7	512760.20000	4198316.18000	4198315.67000	512775.13000	7.32605	49.50000
366	8	512760.20000	4198316.18000	4198315.93000	512776.09000	7.75945	49.20000
367	1	512759.65000	4198317.24000	4198313.98000	512768.20000	4.48001	49.20000
367	2	512759.65000	4198317.24000	4198314.15000	512769.18000	5.15677	49.20000
367	3	512759.65000	4198317.24000	4198314.32000	512770.17000	5.55430	52.60000
367	4	512759.65000	4198317.24000	4198314.49000	512771.15000	6.05663	50.10000
367	5	512759.65000	4198317.24000	4198314.66000	512772.14000	6.47421	50.90000
367	6	512759.65000	4198317.24000	4198314.83000	512773.12000	6.89229	47.50000
367	7	512759.65000	4198317.24000	4198315.00000	512774.11000	7.32257	50.10000
367	8	512759.65000	4198317.24000	4198315.17000	512775.10000	7.65751	49.10000
368	1	512759.25000	4198318.27000	4198313.83000	512766.64000	4.22840	49.70000
368	2	512759.25000	4198318.27000	4198313.90000	512767.64000	4.68562	49.30000
368	3	512759.25000	4198318.27000	4198313.96000	512768.64000	5.06505	52.80000
368	4	512759.25000	4198318.27000	4198314.03000	512769.64000	5.55637	50.40000
368	5	512759.25000	4198318.27000	4198314.10000	512770.64000	6.05937	51.10000
368	6	512759.25000	4198318.27000	4198314.16000	512771.63000	6.46738	48.30000
368	7	512759.25000	4198318.27000	4198314.23000	512772.63000	6.88679	50.40000
368	8	512759.25000	4198318.27000	4198314.30000	512773.63000	7.31226	49.40000
369	1	512758.68000	4198320.17000	4198314.03000	512763.65000	3.14877	49.70000
369	2	512758.68000	4198320.17000	4198313.88000	512764.64000	3.65761	49.10000
369	3	512758.68000	4198320.17000	4198313.73000	512765.63000	4.09570	52.60000
369	4	512758.68000	4198320.17000	4198313.58000	512766.62000	4.55616	50.00000
369	5	512758.68000	4198320.17000	4198313.43000	512767.61000	5.03392	49.30000
369	6	512758.68000	4198320.17000	4198313.29000	512768.60000	5.42147	48.80000
369	7	512758.68000	4198320.17000	4198313.14000	512769.59000	5.92378	50.60000
369	8	512758.68000	4198320.17000	4198312.99000	512770.58000	6.43474	49.50000
370	1	512758.42000	4198321.37000	4198314.19000	512762.29000	3.11963	49.70000
370	2	512758.42000	4198321.37000	4198313.92000	512763.26000	3.60309	48.90000
370	3	512758.42000	4198321.37000	4198313.64000	512764.22000	4.02126	52.80000
370	4	512758.42000	4198321.37000	4198313.37000	512765.18000	4.45924	49.90000
370	5	512758.42000	4198321.37000	4198313.10000	512766.14000	4.91716	49.70000
370	6	512758.42000	4198321.37000	4198312.83000	512767.11000	5.39562	48.90000
370	7	512758.42000	4198321.37000	4198312.56000	512768.07000	5.88219	50.40000
370	8	512758.42000	4198321.37000	4198312.28000	512769.03000	6.38333	49.50000
371	1	512758.24000	4198322.50000	4198314.55000	512760.88000	3.06603	51.90000
371	2	512758.24000	4198322.50000	4198314.15000	512761.79000	3.52878	49.50000
371	3	512758.24000	4198322.50000	4198313.75000	512762.71000	3.92867	53.00000
371	4	512758.24000	4198322.50000	4198313.35000	512763.63000	4.45617	50.10000
371	5	512758.24000	4198322.50000	4198312.96000	512764.55000	4.90000	49.40000
371	6	512758.24000	4198322.50000	4198312.56000	512765.46000	5.36308	49.50000
371	7	512758.24000	4198322.50000	4198312.16000	512766.38000	5.84392	50.50000
371	8	512758.24000	4198322.50000	4198311.76000	512767.30000	6.23623	49.90000
372	1	512758.10000	4198322.98000	4198314.86000	512760.13000	2.96140	51.50000
372	2	512758.10000	4198322.98000	4198314.41000	512761.01000	3.61367	49.30000
372	3	512758.10000	4198322.98000	4198313.95000	512761.90000	3.60962	52.10000
372	4	512758.10000	4198322.98000	4198313.49000	512762.79000	4.33366	50.20000
372	5	512758.10000	4198322.98000	4198313.03000	512763.68000	4.67996	48.90000
372	6	512758.10000	4198322.98000	4198312.58000	512764.57000	5.93841	49.30000
372	7	512758.10000	4198322.98000	4198312.12000	512765.46000	5.51697	49.70000
372	8	512758.10000	4198322.98000	4198311.66000	512766.35000	6.00719	49.30000
373	1	512758.01000	4198323.47000	4198315.24000	512759.45000	2.75151	49.80000
373	2	512758.01000	4198323.47000	4198314.73000	512760.31000	3.20503	49.30000
373	3	512758.01000	4198323.47000	4198314.21000	512761.16000	3.59908	51.10000
373	4	512758.01000	4198323.47000	4198313.70000	512762.02000	4.01722	49.60000
373	5	512758.01000	4198323.47000	4198313.18000	512762.88000	4.46428	48.60000
373	6	512758.01000	4198323.47000	4198312.67000	512763.73000	4.92042	49.80000
373	7	512758.01000	4198323.47000	4198312.15000	512764.59000	5.39998	50.30000
373	8	512758.01000	4198323.47000	4198311.64000	512765.45000	5.78576	49.40000
374	1	512757.75000	4198324.68000	4198316.12000	512758.06000	2.79144	49.00000
374	2	512757.75000	4198324.68000	4198315.49000	512758.84000	3.14911	49.40000
374	3	512757.75000	4198324.68000	4198314.86000	512759.62000	3.44217	50.40000
374	4	512757.75000	4198324.68000	4198314.24000	512760.40000	3.85686	49.70000
374	5	512757.75000	4198324.68000	4198313.61000	512761.18000	4.30047	48.10000
374	6	512757.75000	4198324.68000	4198312.98000	512761.96000	4.76205	49.70000
374	7	512757.75000	4198324.68000	4198312.35000	512762.74000	5.23818	49.20000
374	8	512757.75000	4198324.68000	4198311.72000	512763.51000	5.62349	49.00000
375	1	512757.60000	4198325.86000	4198316.99000	512756.94000	3.00998	47.30000
375	2	512757.60000	4198325.86000	4198316.26000	512757.62000	3.27875	49.10000
375	3	512757.60000	4198325.86000	4198315.53000	512758.30000	3.57953	49.70000
375	4	512757.60000	4198325.86000	4198314.80000	512758.98000	4.00582	48.50000
375	5	512757.60000	4198325.86000	4198314.07000	512759.67000	4.45371	47.60000
375	6	512757.60000	4198325.86000	4198313.34000	512760.35000	4.81725	49.20000
375	7	512757.60000	4198325.86000	4198312.60000	512761.03000	5.30063	48.40000
375	8	512757.60000	4198325.86000	4198311.87000	512761.71000	5.68852	48.70000
376	1	512757.48000	4198326.90000	4198318.07000	512756.11000	3.03731	46.80000
376	2	512757.48000	4198326.90000	4198317.26000	512756.70000	3.52625	48.80000
376	3	512757.48000	4198326.90000	4198316.45000	512757.28000	4.04479	49.00000
376	4	512757.48000	4198326.90000	4198315.64000	512757.86000	4.38599	47.20000
376	5	512757.48000	4198326.90000	4198314.82000	512758.44000	4.65188	47.30000
376	6	512757.48000	4198326.90000	4198314.01000	512759.03000	4.82648	47.80000
376	7	512757.48000	4198326.90000	4198313.20000	512759.61000	5.41235	48.70000
376	8	512757.48000	4198326.90000	4198312.38000	512760.19000	5.91444	48.20000
377	1	512757.37000	4198327.40000	4198318.71000	512755.74000	3.27478	46.40000
377	2	512757.37000	4198327.40000	4198317.86000	512756.28000	3.58011	48.50000
377	3	512757.37000	4198327.40000	4198317.02000	512756.81000	3.90704	48.40000
377	4	512757.37000	4198327.40000	4198316.17000	512757.34000	4.26182	46.90000
377	5	512757.37000	4198327.40000	4198315.32000	512757.87000	4.73345	47.00000
377	6	512757.37000	4198327.40000	4198314.48000	512758.41000	5.11248	46.90000
377	7	512757.37000	4198327.40000	4198313.63000	512758.94000	5.50878	48.00000
377	8	512757.37000	4198327.40000	4198312.79000	512759.47000	6.00741	47.80000
378	1	512757.25000	4198328.39000	4198320.06000	512755.03000	3.42807	45.40000
378	2	512757.25000	4198328.39000	4198319.16000	512755.47000	3.84589	47.90000
378	3	512757.25000	4198328.39000	4198318.26000	512755.91000	4.18953	47.90000
378	4	512757.25000	4198328.39000	4198317.36000	512756.35000	4.55326	46.40000
378	5	512757.25000	4198328.39000	4198316.46000	512756.79000	4.93280	45.80000
378	6	512757.25000	4198328.39000	4198315.57000	512757.23000	5.31828	46.60000
378	7	512757.25000	4198328.39000	4198314.67000	512757.67000	5.82055	47.60000
378	8	512757.25000	4198328.39000	4198313.77000	512758.10000	6.23069	47.50000
379	1	512757.08000	4198329.36000	4198321.54000	512754.57000	3.55711	44.70000
379	2	512757.08000	4198329.36000	4198320.60000	512754.93000	3.89334	46.10000
379	3	512757.08000	4198329.36000	4198319.67000	512755.28000	4.24868	46.40000
379	4	512757.08000	4198329.36000	4198318.73000	512755.63000	4.62853	46.00000
379	5	512757.08000	4198329.36000	4198317.80000	512755.99000	5.01513	44.80000
379	6	512757.08000	4198329.36000	4198316.86000	512756.34000	5.42019	45.90000
379	7	512757.08000	4198329.36000	4198315.93000	512756.69000	5.92735	46.50000
379	8	512757.08000	4198329.36000	4198314.99000	512757.05000	6.34819	46.70000
380	1	512756.19000	4198334.77000	4198326.46000	512754.47000	4.53863	43.40000
380	2	512756.19000	4198334.77000	4198325.48000	512754.67000	4.45484	42.60000
380	3	512756.19000	4198334.77000	4198324.50000	512754.87000	5.58005	45.10000
380	4	512756.19000	4198334.77000	4198323.52000	512755.07000	6.11204	45.30000
380	5	512756.19000	4198334.77000	4198322.54000	512755.27000	6.54921	43.10000
380	6	512756.19000	4198334.77000	4198321.56000	512755.47000	7.09044	45.10000
380	7	512756.19000	4198334.77000	4198320.58000	512755.67000	7.53490	45.90000
380	8	512756.19000	4198334.77000	4198319.60000	512755.87000	7.98198	45.90000
381	1	512755.84000	4198336.52000	4198327.95000	512754.54000	4.65950	41.80000
381	2	512755.84000	4198336.52000	4198326.97000	512754.73000	4.78823	42.00000
381	3	512755.84000	4198336.52000	4198325.99000	512754.92000	5.82333	44.50000
381	4	512755.84000	4198336.52000	4198325.00000	512755.11000	6.36984	44.30000
381	5	512755.84000	4198336.52000	4198324.02000	512755.30000	6.91339	42.10000
381	6	512755.84000	4198336.52000	4198323.04000	512755.49000	7.45983	43.60000
381	7	512755.84000	4198336.52000	4198322.06000	512755.68000	8.00856	42.20000
381	8	512755.84000	4198336.52000	4198321.08000	512755.87000	8.55916	44.60000
382	1	512755.62000	4198338.03000	4198329.32000	512754.58000	4.62849	40.60000
382	2	512755.62000	4198338.03000	4198328.34000	512754.76000	5.26385	40.70000
382	3	512755.62000	4198338.03000	4198327.35000	512754.94000	5.91072	42.80000
382	4	512755.62000	4198338.03000	4198326.37000	512755.13000	6.45435	42.30000
382	5	512755.62000	4198338.03000	4198325.39000	512755.31000	7.10120	40.80000
382	6	512755.62000	4198338.03000	4198324.40000	512755.50000	7.65683	42.10000
382	7	512755.62000	4198338.03000	4198323.42000	512755.68000	8.30772	40.50000
382	8	512755.62000	4198338.03000	4198322.44000	512755.86000	8.76003	44.10000
383	1	512755.39000	4198339.86000	4198330.70000	512754.62000	4.90785	39.90000
383	2	512755.39000	4198339.86000	4198329.72000	512754.81000	5.54855	38.40000
383	3	512755.39000	4198339.86000	4198328.73000	512755.00000	6.09989	41.40000
383	4	512755.39000	4198339.86000	4198327.75000	512755.19000	6.74761	40.40000
383	5	512755.39000	4198339.86000	4198326.77000	512755.37000	7.39768	40.20000
383	6	512755.39000	4198339.86000	4198325.79000	512755.56000	8.04952	40.80000
383	7	512755.39000	4198339.86000	4198324.80000	512755.75000	8.70950	40.10000
383	8	512755.39000	4198339.86000	4198323.82000	512755.94000	9.26407	43.10000
384	1	512755.10000	4198341.92000	4198332.02000	512754.65000	5.28486	39.00000
384	2	512755.10000	4198341.92000	4198331.04000	512754.84000	5.93130	37.20000
384	3	512755.10000	4198341.92000	4198330.06000	512755.04000	6.58050	40.60000
384	4	512755.10000	4198341.92000	4198329.08000	512755.24000	7.13207	39.50000
384	5	512755.10000	4198341.92000	4198328.10000	512755.44000	7.78550	39.20000
384	6	512755.10000	4198341.92000	4198327.12000	512755.64000	8.44043	39.90000
384	7	512755.10000	4198341.92000	4198326.14000	512755.84000	9.09657	38.80000
384	8	512755.10000	4198341.92000	4198325.16000	512756.04000	9.75371	41.90000
385	1	512754.41000	4198347.28000	4198335.46000	512754.00000	6.75854	38.50000
385	2	512754.41000	4198347.28000	4198334.48000	512754.20000	7.40613	36.10000
385	3	512754.41000	4198347.28000	4198333.50000	512754.40000	8.05615	39.90000
385	4	512754.41000	4198347.28000	4198332.52000	512754.60000	8.70812	38.40000
385	5	512754.41000	4198347.28000	4198331.54000	512754.80000	9.36168	38.90000
385	6	512754.41000	4198347.28000	4198330.56000	512755.00000	10.01655	38.20000
385	7	512754.41000	4198347.28000	4198329.58000	512755.20000	10.67251	37.60000
385	8	512754.41000	4198347.28000	4198328.60000	512755.40000	11.32938	41.60000
386	1	512754.16000	4198349.42000	4198336.98000	512753.69000	6.97168	37.30000
386	2	512754.16000	4198349.42000	4198336.00000	512753.87000	7.81903	35.70000
386	3	512754.16000	4198349.42000	4198335.02000	512754.06000	8.66834	39.30000
386	4	512754.16000	4198349.42000	4198334.04000	512754.24000	8.81941	37.30000
386	5	512754.16000	4198349.42000	4198333.05000	512754.43000	9.37856	38.20000
386	6	512754.16000	4198349.42000	4198332.07000	512754.62000	10.03229	37.50000
386	7	512754.16000	4198349.42000	4198331.09000	512754.80000	10.58682	36.60000
386	8	512754.16000	4198349.42000	4198330.11000	512754.99000	11.74241	40.40000
387	1	512754.05000	4198350.43000	4198337.66000	512753.59000	7.39055	37.20000
387	2	512754.05000	4198350.43000	4198336.68000	512753.77000	8.03811	35.00000
387	3	512754.05000	4198350.43000	4198335.69000	512753.95000	8.69425	38.10000
387	4	512754.05000	4198350.43000	4198334.71000	512754.14000	9.24535	36.80000
387	5	512754.05000	4198350.43000	4198333.73000	512754.32000	9.89780	37.00000
387	6	512754.05000	4198350.43000	4198332.74000	512754.50000	10.55796	36.00000
387	7	512754.05000	4198350.43000	4198331.76000	512754.68000	11.21238	36.10000
