%FFID	CHAN	SOU_X	SOU_Y	REC_Y	REC_X	PICK2	SOU_STAT
175	3	512767.44000	4198378.46000	4198393.30000	512763.82000	8.64960	30.30000
175	4	512767.44000	4198378.46000	4198394.29000	512763.69000	9.20938	29.50000
175	5	512767.44000	4198378.46000	4198395.28000	512763.57000	9.86809	30.80000
175	6	512767.44000	4198378.46000	4198396.27000	512763.44000	10.52868	30.40000
175	7	512767.44000	4198378.46000	4198397.26000	512763.32000	11.18814	30.20000
175	8	512767.44000	4198378.46000	4198398.26000	512763.19000	11.85581	31.40000
176	1	512767.53000	4198376.80000	4198389.88000	512764.35000	7.54419	28.20000
176	2	512767.53000	4198376.80000	4198390.87000	512764.24000	8.20102	29.80000
176	3	512767.53000	4198376.80000	4198391.86000	512764.13000	8.85849	29.80000
176	4	512767.53000	4198376.80000	4198392.86000	512764.02000	9.42298	29.00000
176	5	512767.53000	4198376.80000	4198393.85000	512763.91000	10.08143	30.20000
176	6	512767.53000	4198376.80000	4198394.84000	512763.80000	10.74025	30.10000
176	7	512767.53000	4198376.80000	4198395.84000	512763.69000	11.40589	30.00000
176	8	512767.53000	4198376.80000	4198396.83000	512763.57000	12.06658	31.20000
177	1	512767.52000	4198375.31000	4198388.48000	512764.43000	7.48846	28.20000
177	2	512767.52000	4198375.31000	4198389.48000	512764.32000	8.15238	28.80000
177	3	512767.52000	4198375.31000	4198390.47000	512764.21000	8.81039	29.10000
177	4	512767.52000	4198375.31000	4198391.47000	512764.10000	9.37537	28.80000
177	5	512767.52000	4198375.31000	4198392.46000	512763.99000	10.03424	29.70000
177	6	512767.52000	4198375.31000	4198393.45000	512763.88000	10.59342	29.20000
177	7	512767.52000	4198375.31000	4198394.45000	512763.77000	11.25940	29.80000
177	8	512767.52000	4198375.31000	4198395.44000	512763.66000	11.91910	31.00000
178	1	512767.64000	4198373.29000	4198386.30000	512764.69000	7.16396	28.40000
178	2	512767.64000	4198373.29000	4198387.29000	512764.59000	7.82052	28.50000
178	3	512767.64000	4198373.29000	4198388.29000	512764.49000	8.48417	29.00000
178	4	512767.64000	4198373.29000	4198389.28000	512764.39000	9.04182	28.70000
178	5	512767.64000	4198373.29000	4198390.28000	512764.28000	9.70768	29.60000
178	6	512767.64000	4198373.29000	4198391.27000	512764.18000	10.36604	28.90000
178	7	512767.64000	4198373.29000	4198392.27000	512764.08000	11.03122	29.50000
178	8	512767.64000	4198373.29000	4198393.26000	512763.98000	11.69011	30.90000
179	1	512767.69000	4198372.17000	4198384.83000	512764.79000	6.92984	28.20000
179	2	512767.69000	4198372.17000	4198385.82000	512764.70000	7.48481	28.00000
179	3	512767.69000	4198372.17000	4198386.82000	512764.60000	8.14839	28.50000
179	4	512767.69000	4198372.17000	4198387.81000	512764.50000	8.70599	28.00000
179	5	512767.69000	4198372.17000	4198388.81000	512764.40000	9.37052	29.00000
179	6	512767.69000	4198372.17000	4198389.80000	512764.31000	10.02763	28.30000
179	7	512767.69000	4198372.17000	4198390.80000	512764.21000	10.69285	28.50000
179	8	512767.69000	4198372.17000	4198391.79000	512764.11000	11.35179	30.70000
180	1	512767.75000	4198371.09000	4198383.61000	512765.05000	6.71018	27.80000
180	2	512767.75000	4198371.09000	4198384.60000	512764.96000	7.36617	27.90000
180	3	512767.75000	4198371.09000	4198385.60000	512764.88000	8.02798	28.40000
180	4	512767.75000	4198371.09000	4198386.60000	512764.80000	8.59040	27.40000
180	5	512767.75000	4198371.09000	4198387.59000	512764.72000	9.24678	28.90000
180	6	512767.75000	4198371.09000	4198388.59000	512764.64000	9.91010	28.00000
180	7	512767.75000	4198371.09000	4198389.59000	512764.56000	10.57376	28.60000
180	8	512767.75000	4198371.09000	4198390.58000	512764.48000	11.63117	29.70000
181	1	512767.84000	4198369.76000	4198382.09000	512764.99000	6.90870	27.80000
181	2	512767.84000	4198369.76000	4198383.09000	512764.91000	7.46858	27.60000
181	3	512767.84000	4198369.76000	4198384.08000	512764.82000	8.12424	28.10000
181	4	512767.84000	4198369.76000	4198385.08000	512764.73000	8.78703	27.30000
181	5	512767.84000	4198369.76000	4198386.08000	512764.64000	9.45034	28.30000
181	6	512767.84000	4198369.76000	4198387.07000	512764.56000	10.10632	27.60000
181	7	512767.84000	4198369.76000	4198388.07000	512764.47000	10.77046	28.20000
181	8	512767.84000	4198369.76000	4198389.07000	512764.38000	11.33491	29.10000
182	1	512768.67000	4198366.13000	4198378.59000	512765.23000	7.08880	27.80000
182	2	512768.67000	4198366.13000	4198379.58000	512765.15000	7.73786	27.80000
182	3	512768.67000	4198366.13000	4198380.58000	512765.06000	8.39642	27.90000
182	4	512768.67000	4198366.13000	4198381.58000	512764.97000	8.95606	27.10000
182	5	512768.67000	4198366.13000	4198382.57000	512764.89000	9.60861	27.60000
182	6	512768.67000	4198366.13000	4198383.57000	512764.80000	10.26992	27.30000
182	7	512768.67000	4198366.13000	4198384.56000	512764.71000	10.92534	27.90000
182	8	512768.67000	4198366.13000	4198385.56000	512764.62000	11.58778	28.80000
183	1	512768.95000	4198364.74000	4198377.26000	512765.39000	6.94870	27.40000
183	2	512768.95000	4198364.74000	4198378.26000	512765.31000	7.50327	27.40000
183	3	512768.95000	4198364.74000	4198379.25000	512765.22000	8.15465	27.80000
183	4	512768.95000	4198364.74000	4198380.25000	512765.14000	8.81203	27.30000
183	5	512768.95000	4198364.74000	4198381.25000	512765.05000	9.47201	27.40000
183	6	512768.95000	4198364.74000	4198382.24000	512764.96000	10.12631	26.90000
183	7	512768.95000	4198364.74000	4198383.24000	512764.88000	10.78632	27.80000
183	8	512768.95000	4198364.74000	4198384.23000	512764.79000	11.34187	28.20000
184	1	512769.01000	4198363.05000	4198376.09000	512765.43000	7.28505	27.50000
184	2	512769.01000	4198363.05000	4198377.09000	512765.34000	7.84235	27.40000
184	3	512769.01000	4198363.05000	4198378.09000	512765.25000	8.50091	27.70000
184	4	512769.01000	4198363.05000	4198379.08000	512765.16000	9.05406	27.20000
184	5	512769.01000	4198363.05000	4198380.08000	512765.07000	9.71451	27.10000
184	6	512769.01000	4198363.05000	4198381.07000	512764.99000	10.36775	26.80000
184	7	512769.01000	4198363.05000	4198382.07000	512764.90000	11.02957	28.10000
184	8	512769.01000	4198363.05000	4198383.07000	512764.81000	11.69191	27.80000
185	1	512769.03000	4198361.49000	4198374.71000	512765.55000	7.48330	27.20000
185	2	512769.03000	4198361.49000	4198375.71000	512765.45000	8.14334	27.40000
185	3	512769.03000	4198361.49000	4198376.70000	512765.36000	8.79635	27.70000
185	4	512769.03000	4198361.49000	4198377.70000	512765.26000	9.35822	27.00000
185	5	512769.03000	4198361.49000	4198378.69000	512765.16000	10.01429	27.10000
185	6	512769.03000	4198361.49000	4198379.69000	512765.07000	10.67597	26.90000
185	7	512769.03000	4198361.49000	4198380.68000	512764.97000	11.33308	27.80000
185	8	512769.03000	4198361.49000	4198381.68000	512764.87000	11.99709	27.90000
186	1	512769.14000	4198358.42000	4198371.91000	512765.82000	7.43092	27.20000
186	2	512769.14000	4198358.42000	4198372.90000	512765.73000	8.08446	27.50000
186	3	512769.14000	4198358.42000	4198373.90000	512765.64000	8.74534	27.70000
186	4	512769.14000	4198358.42000	4198374.89000	512765.54000	9.30190	26.60000
186	5	512769.14000	4198358.42000	4198375.89000	512765.45000	9.96409	26.90000
186	6	512769.14000	4198358.42000	4198376.88000	512765.35000	10.62162	26.70000
186	7	512769.14000	4198358.42000	4198377.88000	512765.26000	11.28474	27.60000
186	8	512769.14000	4198358.42000	4198378.87000	512765.17000	11.94172	27.50000
187	1	512769.16000	4198356.83000	4198370.47000	512765.93000	7.51377	26.90000
187	2	512769.16000	4198356.83000	4198371.47000	512765.83000	8.07604	27.40000
187	3	512769.16000	4198356.83000	4198372.46000	512765.73000	8.73251	27.70000
187	4	512769.16000	4198356.83000	4198373.46000	512765.64000	9.39465	27.00000
187	5	512769.16000	4198356.83000	4198374.45000	512765.54000	10.05217	27.30000
187	6	512769.16000	4198356.83000	4198375.45000	512765.44000	10.71659	26.60000
187	7	512769.16000	4198356.83000	4198376.44000	512765.34000	11.37482	27.20000
187	8	512769.16000	4198356.83000	4198377.44000	512765.24000	12.03985	27.10000
188	1	512769.25000	4198355.51000	4198368.88000	512766.12000	7.32391	27.50000
188	2	512769.25000	4198355.51000	4198369.88000	512766.02000	7.88640	27.50000
188	3	512769.25000	4198355.51000	4198370.87000	512765.92000	8.54307	27.50000
188	4	512769.25000	4198355.51000	4198371.87000	512765.83000	9.20541	26.60000
188	5	512769.25000	4198355.51000	4198372.86000	512765.73000	9.86310	26.80000
188	6	512769.25000	4198355.51000	4198373.86000	512765.63000	10.52768	27.40000
188	7	512769.25000	4198355.51000	4198374.85000	512765.53000	11.18606	27.50000
188	8	512769.25000	4198355.51000	4198375.85000	512765.43000	11.75123	27.00000
189	1	512769.56000	4198352.33000	4198365.32000	512766.58000	7.05544	27.40000
189	2	512769.56000	4198352.33000	4198366.32000	512766.47000	7.61972	27.70000
189	3	512769.56000	4198352.33000	4198367.31000	512766.36000	8.27806	27.70000
189	4	512769.56000	4198352.33000	4198368.30000	512766.25000	8.83682	26.60000
189	5	512769.56000	4198352.33000	4198369.30000	512766.14000	9.50245	26.80000
189	6	512769.56000	4198352.33000	4198370.29000	512766.03000	10.16187	27.50000
189	7	512769.56000	4198352.33000	4198371.29000	512765.92000	10.82807	27.40000
189	8	512769.56000	4198352.33000	4198372.28000	512765.80000	11.48919	27.00000
190	1	512769.77000	4198351.02000	4198363.87000	512766.64000	7.08785	27.50000
190	2	512769.77000	4198351.02000	4198364.86000	512766.52000	7.64616	27.90000
190	3	512769.77000	4198351.02000	4198365.85000	512766.39000	8.30651	27.00000
190	4	512769.77000	4198351.02000	4198366.84000	512766.26000	8.86725	26.80000
190	5	512769.77000	4198351.02000	4198367.83000	512766.13000	9.52830	27.00000
190	6	512769.77000	4198351.02000	4198368.83000	512766.00000	10.19611	27.10000
190	7	512769.77000	4198351.02000	4198369.82000	512765.87000	10.85765	27.10000
190	8	512769.77000	4198351.02000	4198370.81000	512765.74000	11.51938	26.70000
191	1	512769.89000	4198350.24000	4198363.13000	512766.68000	7.22637	27.80000
191	2	512769.89000	4198350.24000	4198364.12000	512766.54000	7.88741	28.10000
191	3	512769.89000	4198350.24000	4198365.11000	512766.40000	8.54888	27.10000
191	4	512769.89000	4198350.24000	4198366.10000	512766.26000	9.11071	26.90000
191	5	512769.89000	4198350.24000	4198367.09000	512766.11000	9.77427	26.90000
191	6	512769.89000	4198350.24000	4198368.08000	512765.97000	10.43661	27.50000
191	7	512769.89000	4198350.24000	4198369.07000	512765.83000	11.09915	27.20000
191	8	512769.89000	4198350.24000	4198370.06000	512765.69000	11.76187	26.90000
192	1	512770.14000	4198348.84000	4198361.69000	512766.85000	7.31361	28.00000
192	2	512770.14000	4198348.84000	4198362.68000	512766.71000	7.87422	28.50000
192	3	512770.14000	4198348.84000	4198363.67000	512766.57000	8.53532	27.40000
192	4	512770.14000	4198348.84000	4198364.66000	512766.43000	9.09681	26.70000
192	5	512770.14000	4198348.84000	4198365.65000	512766.30000	9.75716	26.90000
192	6	512770.14000	4198348.84000	4198366.64000	512766.16000	10.41929	27.30000
192	7	512770.14000	4198348.84000	4198367.63000	512766.02000	11.08165	27.20000
192	8	512770.14000	4198348.84000	4198368.62000	512765.88000	11.74421	27.10000
193	1	512770.40000	4198347.48000	4198360.23000	512767.03000	7.06269	28.50000
193	2	512770.40000	4198347.48000	4198361.22000	512766.89000	7.72275	28.90000
193	3	512770.40000	4198347.48000	4198362.21000	512766.76000	8.38178	27.40000
193	4	512770.40000	4198347.48000	4198363.20000	512766.62000	8.94291	26.80000
193	5	512770.40000	4198347.48000	4198364.19000	512766.49000	9.60290	27.30000
193	6	512770.40000	4198347.48000	4198365.18000	512766.35000	10.26474	27.50000
193	7	512770.40000	4198347.48000	4198366.17000	512766.21000	10.92685	27.60000
193	8	512770.40000	4198347.48000	4198367.16000	512766.08000	11.58775	27.00000
194	1	512770.64000	4198346.37000	4198358.81000	512767.34000	6.95167	28.50000
194	2	512770.64000	4198346.37000	4198359.80000	512767.22000	7.50838	29.10000
194	3	512770.64000	4198346.37000	4198360.80000	512767.11000	8.17076	27.90000
194	4	512770.64000	4198346.37000	4198361.79000	512766.99000	8.82897	27.30000
194	5	512770.64000	4198346.37000	4198362.78000	512766.88000	9.48621	27.30000
194	6	512770.64000	4198346.37000	4198363.78000	512766.76000	10.15190	27.60000
194	7	512770.64000	4198346.37000	4198364.77000	512766.65000	10.81006	27.50000
194	8	512770.64000	4198346.37000	4198365.76000	512766.53000	11.46997	26.90000
195	1	512770.73000	4198345.75000	4198358.11000	512767.43000	7.00030	28.90000
195	2	512770.73000	4198345.75000	4198359.11000	512767.33000	7.56003	29.50000
195	3	512770.73000	4198345.75000	4198360.10000	512767.23000	8.21439	28.00000
195	4	512770.73000	4198345.75000	4198361.10000	512767.12000	8.87760	27.70000
195	5	512770.73000	4198345.75000	4198362.09000	512767.02000	9.53348	27.90000
195	6	512770.73000	4198345.75000	4198363.09000	512766.92000	10.19644	27.70000
195	7	512770.73000	4198345.75000	4198364.08000	512766.81000	10.85480	27.60000
195	8	512770.73000	4198345.75000	4198365.08000	512766.71000	11.41866	26.90000
196	1	512770.90000	4198344.32000	4198356.79000	512767.63000	6.86586	29.60000
196	2	512770.90000	4198344.32000	4198357.78000	512767.54000	7.41797	29.50000
196	3	512770.90000	4198344.32000	4198358.78000	512767.44000	8.07920	28.00000
196	4	512770.90000	4198344.32000	4198359.77000	512767.35000	8.73329	28.00000
196	5	512770.90000	4198344.32000	4198360.77000	512767.25000	9.39606	28.10000
196	6	512770.90000	4198344.32000	4198361.76000	512767.15000	10.05290	28.00000
196	7	512770.90000	4198344.32000	4198362.76000	512767.06000	10.71534	27.50000
196	8	512770.90000	4198344.32000	4198363.75000	512766.96000	11.27306	27.30000
197	1	512771.67000	4198339.91000	4198351.89000	512768.27000	6.37450	29.10000
197	2	512771.67000	4198339.91000	4198352.89000	512768.23000	6.92233	29.60000
197	3	512771.67000	4198339.91000	4198353.89000	512768.20000	7.67091	29.00000
197	4	512771.67000	4198339.91000	4198354.89000	512768.16000	8.22307	28.10000
197	5	512771.67000	4198339.91000	4198355.89000	512768.13000	8.87535	28.80000
197	6	512771.67000	4198339.91000	4198356.89000	512768.09000	9.53043	28.10000
197	7	512771.67000	4198339.91000	4198357.89000	512768.06000	10.18527	28.00000
197	8	512771.67000	4198339.91000	4198358.89000	512768.02000	10.84238	27.60000
198	1	512771.78000	4198338.42000	4198350.64000	512768.18000	6.76462	29.70000
198	2	512771.78000	4198338.42000	4198351.64000	512768.14000	7.31094	30.00000
198	3	512771.78000	4198338.42000	4198352.63000	512768.10000	8.05334	29.00000
198	4	512771.78000	4198338.42000	4198353.63000	512768.06000	8.60419	28.70000
198	5	512771.78000	4198338.42000	4198354.63000	512768.02000	9.25672	29.00000
198	6	512771.78000	4198338.42000	4198355.63000	512767.98000	9.91065	28.70000
198	7	512771.78000	4198338.42000	4198356.63000	512767.94000	10.56576	28.20000
198	8	512771.78000	4198338.42000	4198357.63000	512767.90000	11.22187	27.80000
199	1	512771.80000	4198337.07000	4198349.19000	512768.09000	6.72200	30.50000
199	2	512771.80000	4198337.07000	4198350.19000	512768.04000	7.36854	30.50000
199	3	512771.80000	4198337.07000	4198351.18000	512767.99000	8.01119	29.70000
199	4	512771.80000	4198337.07000	4198352.18000	512767.94000	8.66229	28.90000
199	5	512771.80000	4198337.07000	4198353.18000	512767.89000	9.31508	29.60000
199	6	512771.80000	4198337.07000	4198354.18000	512767.84000	9.96929	28.90000
199	7	512771.80000	4198337.07000	4198355.18000	512767.79000	10.62468	28.40000
199	8	512771.80000	4198337.07000	4198356.18000	512767.74000	11.28108	28.40000
200	1	512771.70000	4198335.73000	4198347.72000	512768.17000	6.60488	30.60000
200	2	512771.70000	4198335.73000	4198348.72000	512768.13000	7.25125	30.70000
200	3	512771.70000	4198335.73000	4198349.72000	512768.08000	7.90183	30.30000
200	4	512771.70000	4198335.73000	4198350.72000	512768.03000	8.55430	29.50000
200	5	512771.70000	4198335.73000	4198351.72000	512767.99000	9.20681	30.50000
200	6	512771.70000	4198335.73000	4198352.72000	512767.94000	9.86218	29.10000
200	7	512771.70000	4198335.73000	4198353.72000	512767.89000	10.51862	28.40000
200	8	512771.70000	4198335.73000	4198354.72000	512767.85000	11.17465	28.80000
201	1	512771.94000	4198334.17000	4198346.50000	512768.06000	6.78875	31.10000
201	2	512771.94000	4198334.17000	4198347.50000	512767.99000	7.43783	31.20000
201	3	512771.94000	4198334.17000	4198348.49000	512767.92000	8.08276	30.30000
201	4	512771.94000	4198334.17000	4198349.49000	512767.86000	8.73421	29.90000
201	5	512771.94000	4198334.17000	4198350.49000	512767.79000	9.38896	30.80000
201	6	512771.94000	4198334.17000	4198351.49000	512767.72000	10.04498	29.40000
201	7	512771.94000	4198334.17000	4198352.49000	512767.66000	10.70054	29.00000
201	8	512771.94000	4198334.17000	4198353.48000	512767.59000	11.35209	29.30000
202	1	512772.47000	4198332.53000	4198345.17000	512768.13000	7.07995	32.00000
202	2	512772.47000	4198332.53000	4198346.16000	512768.04000	7.72282	31.70000
202	3	512772.47000	4198332.53000	4198347.16000	512767.96000	8.37234	29.80000
202	4	512772.47000	4198332.53000	4198348.16000	512767.87000	9.02581	30.20000
202	5	512772.47000	4198332.53000	4198349.15000	512767.79000	9.67266	31.60000
202	6	512772.47000	4198332.53000	4198350.15000	512767.70000	10.32906	30.20000
202	7	512772.47000	4198332.53000	4198351.15000	512767.62000	10.98490	29.80000
202	8	512772.47000	4198332.53000	4198352.14000	512767.53000	11.63698	30.20000
203	1	512772.89000	4198330.81000	4198343.62000	512768.16000	7.07333	32.50000
203	2	512772.89000	4198330.81000	4198344.62000	512768.06000	7.62111	32.60000
203	3	512772.89000	4198330.81000	4198345.61000	512767.97000	8.26303	30.60000
